time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-11-07T03:35:47.390Z,36.5609,-112.8527,5.5,2.4,ml,17,210.42,0.457,0.2924,nn,nn00664580,2018-11-08T02:04:22.701Z,"48km SSE of Colorado City, Arizona",earthquake,,4.5,0.21,7,reviewed,nn,nn
2018-11-07T03:24:11.180Z,63.1815,-150.84,123.5,2.1,ml,,,,0.54,ak,ak20334070,2018-11-07T03:33:14.503Z,"97km WSW of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-11-07T03:14:18.136Z,36.143,-115.9314,15.5,1.1,ml,11,77.99,0.37,0.1493,nn,nn00664574,2018-11-08T02:04:18.396Z,"8km SSE of Pahrump, Nevada",earthquake,,5.7,0.2,6,reviewed,nn,nn
2018-11-07T03:05:27.120Z,33.1875,-115.6041667,3.68,1.2,ml,26,63,0.01388,0.22,ci,ci37200268,2018-11-07T16:46:44.464Z,"10km SW of Niland, CA",earthquake,0.27,0.31,0.24,18,reviewed,ci,ci
2018-11-07T03:05:25.760Z,33.1878333,-115.6051667,3.84,1.24,ml,15,63,0.01356,0.23,ci,ci38352248,2018-11-07T16:38:50.419Z,"10km SW of Niland, CA",earthquake,0.37,0.27,0.063,4,reviewed,ci,ci
2018-11-07T02:59:33.010Z,-21.4323,-178.998,600.87,4.5,mb,,97,8.831,0.52,us,us2000i7t8,2018-11-07T03:27:16.040Z,"91km SSW of Ndoi Island, Fiji",earthquake,14.3,8.6,0.099,30,reviewed,us,us
2018-11-07T02:53:18.498Z,61.7548,-149.7221,39.4,1.2,ml,,,,0.49,ak,ak20334006,2018-11-07T03:00:29.321Z,"14km NNE of Houston, Alaska",earthquake,,1.3,,,automatic,ak,ak
2018-11-07T02:48:35.440Z,33.1911667,-115.6053333,3.15,1.78,ml,47,43,0.01616,0.23,ci,ci38352240,2018-11-07T16:22:02.314Z,"10km SW of Niland, CA",earthquake,0.21,0.2,0.183,52,reviewed,ci,ci
2018-11-07T02:48:23.970Z,33.1908333,-115.6048333,3.43,1.65,ml,24,64,0.01612,0.18,ci,ci37200260,2018-11-07T16:31:49.381Z,"10km SW of Niland, CA",earthquake,0.25,0.23,0.178,10,reviewed,ci,ci
2018-11-07T02:34:00.840Z,30.4641,87.6425,10,4.6,mb,,92,2.6,0.76,us,us2000i7t3,2018-11-07T03:17:49.040Z,"108km WSW of Jiajuedibu, China",earthquake,5.6,1.9,0.097,32,reviewed,us,us
2018-11-07T02:27:04.270Z,19.545166,-155.611496,7.43,1.76,md,34,90,0.03094,0.32,hv,hv70676966,2018-11-07T02:30:40.040Z,"28km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.65,0.95,0.34,13,automatic,hv,hv
2018-11-07T02:19:27.626Z,64.8526,-149.0201,17.4,1.1,ml,,,,0.51,ak,ak20333998,2018-11-07T02:29:14.739Z,"30km N of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-07T02:19:19.980Z,33.9875,-116.934,7.47,1.65,ml,80,42,0.07647,0.15,ci,ci38352216,2018-11-07T16:01:49.380Z,"8km NNE of Beaumont, CA",earthquake,0.1,0.46,0.17,67,reviewed,ci,ci
2018-11-07T01:48:44.690Z,40.3046,-119.6957,9.6,1.1,ml,5,232.16,0.374,0.1685,nn,nn00664644,2018-11-08T02:04:55.795Z,"40km SW of Gerlach-Empire, Nevada",earthquake,,3.1,0.3,2,reviewed,nn,nn
2018-11-07T01:46:30.416Z,60.1741,-140.9217,12.8,1.6,ml,,,,0.92,ak,ak20333993,2018-11-07T01:52:06.573Z,"84km E of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-07T01:40:58.454Z,60.8064,-149.8688,33.8,1.5,ml,,,,0.77,ak,ak20333991,2018-11-07T01:43:42.442Z,"45km S of Anchorage, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-07T01:32:40.057Z,60.2444,-152.2241,89.2,1.6,ml,,,,0.84,ak,ak20333989,2018-11-07T01:36:28.917Z,"39km SE of Redoubt Volcano, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-11-07T01:26:37.482Z,60.2909,-143.262,4.8,1,ml,,,,0.78,ak,ak20333984,2018-11-07T02:10:55.158Z,"52km WNW of Cape Yakataga, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-11-07T01:14:50.280Z,37.6315002,-122.4980011,7.6,1.98,md,17,161,0.01926,0.06,nc,nc73107716,2018-11-07T02:16:02.824Z,"2km NNW of Pacifica, CA",earthquake,0.38,0.48,0.26,14,automatic,nc,nc
2018-11-07T01:11:39.300Z,45.8585,-111.3418333,4.05,1.17,ml,12,90,0.305,0.17,mb,mb80322309,2018-11-07T15:39:06.230Z,"0km WNW of Manhattan, Montana",earthquake,0.55,11.88,0.097,7,reviewed,mb,mb
2018-11-07T01:11:31.101Z,59.5523,-153.3116,101.3,2.2,ml,,,,0.66,ak,ak20333977,2018-11-07T01:23:52.621Z,"87km WSW of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-11-07T00:58:18.080Z,34.306,-117.0821667,3.15,1.83,ml,60,68,0.1406,0.15,ci,ci38352160,2018-11-07T14:24:48.810Z,"11km NNE of Running Springs, CA",earthquake,0.21,0.74,0.124,26,reviewed,ci,ci
2018-11-07T00:43:31.430Z,33.4916667,-116.7945,5.12,0.97,ml,53,27,0.02122,0.17,ci,ci38352136,2018-11-07T15:41:29.870Z,"8km NE of Aguanga, CA",earthquake,0.14,0.51,0.135,23,reviewed,ci,ci
2018-11-07T00:37:12.420Z,19.3101667,-155.2215,3.31,1.4,md,30,82,0.02894,0.1,hv,hv70676841,2018-11-07T01:12:08.130Z,"13km S of Volcano, Hawaii",earthquake,0.27,1.05,0.111,15,reviewed,hv,hv
2018-11-07T00:32:37.200Z,35.0495,-117.6708333,-0.82,1.4,ml,13,112,0.1167,0.11,ci,ci38352128,2018-11-07T17:30:19.697Z,"6km NNW of Boron, CA",quarry blast,0.46,31.61,0.271,13,reviewed,ci,ci
2018-11-07T00:28:34.131Z,63.2598,-150.9605,0,1.6,ml,,,,1.18,ak,ak20333972,2018-11-07T00:33:19.679Z,"101km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-07T00:24:10.910Z,45.7393333333333,-122.321333333333,-0.9,0.98,ml,10,315,,0.18,uw,uw61502756,2018-11-07T17:39:32.880Z,"8km ESE of Venersborg, Washington",explosion,11.22,31.61,0.197190146580837,9,reviewed,uw,uw
2018-11-07T00:16:51.830Z,44.3081666666667,-120.9095,-1.48,1.92,ml,12,197,,0.13,uw,uw61502751,2018-11-07T17:45:55.420Z,"6km W of Prineville, Oregon",explosion,0.86,31.61,0.0886929251930451,10,reviewed,uw,uw
2018-11-07T00:15:56.330Z,33.5028333,-116.797,3.46,1.18,ml,50,32,0.009915,0.18,ci,ci38352096,2018-11-07T14:24:51.590Z,"9km NE of Aguanga, CA",earthquake,0.16,0.52,0.13,26,reviewed,ci,ci
2018-11-07T00:13:32.821Z,64.7709,-154.8041,0,1.8,ml,,,,0.92,ak,ak20333968,2018-11-07T00:21:24.086Z,"32km E of Ruby, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-07T00:07:59.065Z,62.5739,-153.4145,5,1.5,ml,,,,0.25,ak,ak20333965,2018-11-07T00:14:20.435Z,"119km ESE of McGrath, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-06T23:52:09.070Z,36.9611667,-97.8408333,7.64,2.47,ml,13,77,0.09797,0.04,ismpkansas,ismpkansas70252973,2018-11-07T01:56:42.160Z,"19km NNW of Medford, Oklahoma",earthquake,0.18,0.32,0.102,11,reviewed,ismp,ismp
2018-11-06T23:31:42.970Z,33.788,-115.8998333,7.02,1.58,ml,46,73,0.1128,0.16,ci,ci38352032,2018-11-07T15:32:43.017Z,"28km NE of Thermal, CA",earthquake,0.16,0.52,0.165,39,reviewed,ci,ci
2018-11-06T23:07:35.200Z,33.4923333,-116.7823333,2.98,1.88,ml,89,17,0.02502,0.22,ci,ci38352008,2018-11-07T15:25:16.750Z,"9km NE of Aguanga, CA",earthquake,0.13,0.39,0.141,59,reviewed,ci,ci
2018-11-06T22:50:42.470Z,24.2976,94.2939,64.22,4.1,mb,,100,0.067,0.56,us,us2000i7rq,2018-11-06T23:09:12.040Z,"37km ESE of Kakching, India",earthquake,8.3,6,0.14,14,reviewed,us,us
2018-11-06T22:34:38.690Z,19.3328342,-155.197998,3.78,1.77,md,39,82,0.04396,0.13,hv,hv70676701,2018-11-06T22:38:11.260Z,"11km SSE of Volcano, Hawaii",earthquake,0.35,1.27,0.19,25,automatic,hv,hv
2018-11-06T22:34:05.086Z,38.7091,-117.126,0,1.7,ml,11,147.03,0.132,0.5811,nn,nn00664553,2018-11-07T02:05:43.335Z,"71km N of Tonopah, Nevada",explosion,,0,0.27,9,reviewed,nn,nn
2018-11-06T22:15:27.346Z,35.4834,-115.5359,0,1.8,ml,19,74.55,0.014,0.3576,nn,nn00664535,2018-11-07T02:05:38.669Z,"38km SSE of Sandy Valley, Nevada",explosion,,2,0.43,6,reviewed,nn,nn
2018-11-06T22:12:04.880Z,49.3583333333333,-120.6365,-1.5,1.69,ml,4,262,,0.03,uw,uw61502711,2018-11-06T22:46:20.220Z,"14km SW of Princeton, Canada",explosion,2.01,31.61,0.0728431245998461,4,reviewed,uw,uw
2018-11-06T22:04:17.710Z,37.5645,-118.8773333,4.66,1.71,md,31,148,0.04601,0.06,nc,nc73107656,2018-11-08T03:44:03.188Z,"12km SE of Mammoth Lakes, CA",earthquake,0.26,0.5,0.308,29,reviewed,nc,nc
2018-11-06T21:41:25.010Z,38.8226662,-122.8506699,1.44,1.04,md,9,115,0.006871,0.02,nc,nc73107646,2018-11-06T21:43:02.613Z,"10km WNW of The Geysers, CA",earthquake,0.37,0.59,,1,automatic,nc,nc
2018-11-06T21:35:44.470Z,37.842,-113.2218333,0.81,1.57,md,10,137,0.1812,0.22,uu,uu60303727,2018-11-07T17:59:31.157Z,"18km WNW of Enoch, Utah",earthquake,0.8,2.21,0.258,5,reviewed,uu,uu
2018-11-06T21:35:39.460Z,40.37,-124.1945,28.98,2.1,md,17,109,0.07345,0.09,nc,nc73107641,2018-11-08T05:20:03.757Z,"9km ENE of Petrolia, CA",earthquake,0.59,0.88,0.117,13,reviewed,nc,nc
2018-11-06T21:35:22.640Z,33.7808333,-116.1326667,8.39,1.17,ml,35,110,0.07569,0.15,ci,ci38351896,2018-11-06T21:59:30.920Z,"10km NE of Indio, CA",earthquake,0.22,0.62,0.129,19,reviewed,ci,ci
2018-11-06T21:34:21.490Z,32.911,-116.9321667,-0.18,1.72,ml,36,55,0.0755,0.31,ci,ci38351880,2018-11-06T21:48:36.605Z,"6km N of Lakeside, CA",quarry blast,0.44,31.61,0.174,28,reviewed,ci,ci
2018-11-06T21:22:56.130Z,-45.5046,-76.696,10,5.3,mww,,183,2.629,0.7,us,us2000i7qy,2018-11-07T17:37:30.040Z,"Off the coast of Aisen, Chile",earthquake,9.1,1.9,0.071,19,reviewed,us,us
2018-11-06T21:22:32.494Z,69.2954,-144.042,0,2.9,ml,,,,0.73,ak,ak20333787,2018-11-06T21:35:22.284Z,"94km S of Kaktovik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-11-06T21:20:25.513Z,39.2712,-115.0067,1.5,1.6,ml,7,137.72,0.59,0.5101,nn,nn00664524,2018-11-07T02:05:34.640Z,"10km WNW of Ely, Nevada",explosion,,12,0.03,2,reviewed,nn,nn
2018-11-06T21:16:32.270Z,38.8250008,-122.7955017,2.51,1.05,md,9,115,0.01398,0.02,nc,nc73107631,2018-11-06T21:36:02.129Z,"6km W of Cobb, CA",earthquake,0.42,0.63,0.04,4,automatic,nc,nc
2018-11-06T21:16:07.190Z,59.6921,-140.4549,4.9,2.1,ml,,,,1.68,ak,ak20333783,2018-11-06T21:22:46.289Z,"44km WNW of Yakutat, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-11-06T21:08:23.757Z,62.1192,-150.7725,69.7,1.3,ml,,,,0.19,ak,ak20333780,2018-11-06T21:12:11.118Z,"41km WSW of Talkeetna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-11-06T21:01:40.895Z,60.27,-152.1584,85.5,1.4,ml,,,,0.39,ak,ak20333777,2018-11-06T21:07:59.104Z,"40km SE of Redoubt Volcano, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-11-06T21:00:28.781Z,61.424,-149.9139,34.2,1.1,ml,,,,0.72,ak,ak20333776,2018-11-06T21:03:36.862Z,"11km SSE of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-06T20:59:51.820Z,33.4913333,-116.7825,2.81,2.18,ml,90,21,0.02574,0.2,ci,ci38351800,2018-11-07T03:25:54.530Z,"9km NE of Aguanga, CA",earthquake,0.13,0.44,0.177,25,reviewed,ci,ci
2018-11-06T20:52:37.520Z,33.4976667,-116.778,3.86,1.13,ml,42,31,0.02374,0.15,ci,ci38351776,2018-11-06T21:43:20.190Z,"10km NE of Aguanga, CA",earthquake,0.14,0.36,0.106,24,reviewed,ci,ci
2018-11-06T20:49:23.720Z,36.6761667,-121.304,4.25,1.12,md,24,106,0.06573,0.08,nc,nc73107616,2018-11-07T00:58:02.870Z,"13km S of Tres Pinos, CA",earthquake,0.3,1.11,0.276,20,reviewed,nc,nc
2018-11-06T20:37:26.820Z,33.1873333,-115.606,3.56,1.58,ml,34,43,0.01273,0.21,ci,ci38351728,2018-11-06T21:34:22.726Z,"10km SW of Niland, CA",earthquake,0.21,0.17,0.2,34,reviewed,ci,ci
2018-11-06T20:35:50.850Z,46.6725,-121.880166666667,7.25,1.02,ml,13,143,,0.17,uw,uw61502696,2018-11-06T22:18:33.680Z,"17km WNW of Packwood, Washington",earthquake,1.11,0.61,0.164566526270743,8,reviewed,uw,uw
2018-11-06T20:30:18.370Z,-7.2243,123.86,486.55,4.7,mb,,30,2.132,0.92,us,us2000i7pt,2018-11-07T18:30:42.040Z,"187km NE of Palue, Indonesia",earthquake,8.6,3.6,0.061,80,reviewed,us,us
2018-11-06T20:26:25.120Z,39.6093333,-121.56,-0.16,1.75,md,8,168,0.06051,0.09,nc,nc73107606,2018-11-06T23:10:22.110Z,"11km N of Oroville, CA",quarry blast,0.63,31.61,0.236,13,reviewed,nc,nc
2018-11-06T20:22:27.920Z,37.3836,20.5601,10,4.4,mb,,100,2.151,1.29,us,us2000i7vj,2018-11-07T17:53:56.428Z,"44km SSW of Mouzaki, Greece",earthquake,6.7,1.9,0.117,21,reviewed,us,us
2018-11-06T20:18:22.662Z,64.5426,-149.299,15.7,1,ml,,,,0.31,ak,ak20333721,2018-11-06T20:27:00.732Z,"9km WSW of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-06T20:18:10.940Z,19.4718,-65.6358,30,3.26,md,16,314,1.246,0.23,pr,pr2018310007,2018-11-07T17:26:04.040Z,"118km N of Vieques, Puerto Rico",earthquake,1.38,16,0.42,13,reviewed,pr,pr
2018-11-06T20:14:16.080Z,-21.8283,-68.6122,124.65,4.6,mb,,38,0.586,0.99,us,us2000i7pa,2018-11-07T17:10:13.040Z,"78km NNE of Calama, Chile",earthquake,6.2,6.5,0.132,17,reviewed,us,us
2018-11-06T20:09:20.334Z,61.364,-141.0652,23.2,1,ml,,,,0.17,ak,ak20333719,2018-11-06T20:14:54.952Z,"162km NNE of Cape Yakataga, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-11-06T19:58:54.320Z,33.5003333,-116.7971667,4.15,1.19,ml,48,26,0.0123,0.16,ci,ci38351680,2018-11-06T20:37:01.180Z,"9km NE of Aguanga, CA",earthquake,0.14,0.37,0.143,23,reviewed,ci,ci
2018-11-06T19:57:58.660Z,59.3517,-142.8097,10.7,1.6,ml,,,,1.29,ak,ak20333717,2018-11-06T20:01:28.990Z,"82km SSW of Cape Yakataga, Alaska",earthquake,,2.9,,,automatic,ak,ak
2018-11-06T19:46:37.688Z,38.3855,-118.9004,7.8,1.3,ml,14,67.88,0.128,0.1836,nn,nn00664514,2018-11-08T17:23:22.729Z,"28km WSW of Hawthorne, Nevada",earthquake,,3.1,0.08,3,reviewed,nn,nn
2018-11-06T19:40:17.262Z,39.8913,-120.4404,13.1,1.2,ml,10,80.9,0.122,0.1543,nn,nn00664558,2018-11-07T02:05:45.381Z,"9km NNE of Portola, California",earthquake,,1.7,1.05,4,reviewed,nn,nn
2018-11-06T19:28:11.480Z,37.7171667,-122.1216667,5.38,2.53,md,96,28,0.00723,0.11,nc,nc73107571,2018-11-07T22:42:49.065Z,"3km ESE of San Leandro, CA",earthquake,0.09,0.15,0.149,84,reviewed,nc,nc
2018-11-06T19:18:01.080Z,36.0188333,-117.6966667,2.52,0.95,ml,20,61,0.05597,0.07,ci,ci38351616,2018-11-06T20:00:02.982Z,"21km ENE of Little Lake, CA",earthquake,0.1,0.15,0.171,11,reviewed,ci,ci
2018-11-06T19:13:56.937Z,60.0321,-141.5314,0,1.2,ml,,,,1.87,ak,ak20333713,2018-11-06T19:19:50.674Z,"50km E of Cape Yakataga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-11-06T19:13:10.930Z,38.7868347,-122.7631683,0.97,1.35,md,14,66,0.01622,0.03,nc,nc73107561,2018-11-06T21:59:03.312Z,"1km NNW of The Geysers, CA",earthquake,0.22,0.54,0.06,4,automatic,nc,nc
2018-11-06T18:57:56.050Z,34.107,-117.477,9.31,1.22,ml,33,43,0.03258,0.13,ci,ci38351568,2018-11-06T19:20:05.844Z,"2km WNW of Fontana, CA",earthquake,0.19,0.34,0.113,38,reviewed,ci,ci
2018-11-06T18:54:19.030Z,18.6255,-66.8588,17,2.32,md,4,312,0.2979,0.09,pr,pr2018310006,2018-11-06T19:10:05.584Z,"15km NNW of Hatillo, Puerto Rico",earthquake,0.89,0.64,0.08,3,reviewed,pr,pr
2018-11-06T18:46:46.752Z,60.1299,-141.2379,4.3,1.3,ml,,,,0.89,ak,ak20333715,2018-11-06T19:25:03.069Z,"66km E of Cape Yakataga, Alaska",earthquake,,15.5,,,reviewed,ak,ak
2018-11-06T18:44:29.218Z,59.9604,-152.1618,74,1.3,ml,,,,0.46,ak,ak20333592,2018-11-06T18:49:55.289Z,"27km NW of Anchor Point, Alaska",earthquake,,1.2,,,automatic,ak,ak
2018-11-06T18:43:14.670Z,38.7848333,-122.7626667,1.91,1.12,md,37,63,0.0143,0.08,nc,nc73107556,2018-11-08T00:19:02.700Z,"1km NNW of The Geysers, CA",earthquake,0.17,0.34,0.127,10,reviewed,nc,nc
2018-11-06T18:39:59.620Z,38.8134995,-122.8256683,1.65,1.06,md,14,84,0.005377,0.04,nc,nc73107551,2018-11-06T18:41:35.759Z,"7km NW of The Geysers, CA",earthquake,0.26,0.57,0.1,3,automatic,nc,nc
2018-11-06T18:29:58.719Z,62.8099,-150.691,30.1,1.3,ml,,,,0.61,ak,ak20333590,2018-11-06T18:33:48.103Z,"61km NNW of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-11-06T18:21:29.578Z,59.9128,-140.8416,36.7,2.1,ml,,,,1.11,ak,ak20333586,2018-11-06T18:26:24.802Z,"74km WNW of Yakutat, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-11-06T18:18:55.481Z,60.2418,-141.2476,16.1,1.3,ml,,,,1.04,ak,ak20333587,2018-11-06T18:24:13.825Z,"68km ENE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-06T18:09:37.379Z,69.6392,-144.2203,1.2,3.1,ml,,,,0.92,ak,ak20333579,2018-11-07T15:31:03.040Z,"68km SSW of Kaktovik, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-11-06T18:07:35.040Z,-31.3052,-72.4991,9.82,4.8,mb,,95,0.973,0.8,us,us2000i7lt,2018-11-07T15:20:34.040Z,"131km WNW of Illapel, Chile",earthquake,3.7,4.6,0.128,19,reviewed,us,us
2018-11-06T18:06:05.550Z,38.0461667,-122.2956667,6.68,1.2,md,32,44,0.04182,0.11,nc,nc73107541,2018-11-07T02:59:03.440Z,"3km WNW of Rodeo, CA",earthquake,0.2,0.45,0.164,21,reviewed,nc,nc
2018-11-06T17:49:30.380Z,37.6636667,-118.8788333,3.36,1.01,md,20,143,0.0231,0.09,nc,nc73107531,2018-11-06T18:47:03.934Z,"9km ENE of Mammoth Lakes, CA",earthquake,0.37,0.29,0.228,17,reviewed,nc,nc
2018-11-06T17:47:27.440Z,38.792,-122.805,3.45,1.43,md,37,74,0.0134,0.06,nc,nc73107526,2018-11-08T20:21:04.030Z,"4km WNW of The Geysers, CA",earthquake,0.18,0.38,0.14,12,reviewed,nc,nc
2018-11-06T17:36:57.937Z,63.8672,-149.0409,46.1,1.3,ml,,,,1.12,ak,ak20333526,2018-11-06T17:41:27.332Z,"3km WNW of Healy, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-11-06T17:29:42.360Z,38.7523346,-122.7164993,1.17,1.74,md,10,143,0.02077,0.03,nc,nc73107516,2018-11-06T19:44:02.252Z,"3km SW of Anderson Springs, CA",earthquake,0.38,0.54,0.11,8,automatic,nc,nc
2018-11-06T17:13:41.470Z,33.8508333,-116.2518333,4.07,0.99,ml,22,100,0.05953,0.13,ci,ci38351456,2018-11-06T20:22:37.129Z,"13km ENE of Thousand Palms, CA",earthquake,0.2,0.51,0.12,22,reviewed,ci,ci
2018-11-06T17:00:08.620Z,38.8240013,-122.7988358,2.51,1.06,md,16,81,0.008799,0.04,nc,nc73107511,2018-11-06T17:01:44.840Z,"6km NW of The Geysers, CA",earthquake,0.33,0.51,0.13,3,automatic,nc,nc
2018-11-06T16:54:10.210Z,38.7723351,-122.7490005,-0.67,1.31,md,12,91,0.01319,0.24,nc,nc73107506,2018-11-06T19:17:03.100Z,"1km SE of The Geysers, CA",earthquake,0.65,1.42,0.07,4,automatic,nc,nc
2018-11-06T16:37:48.990Z,60.2679,-140.6967,6.2,1.8,ml,,,,0.78,ak,ak20333508,2018-11-06T16:44:47.257Z,"96km NNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-06T16:27:49.657Z,61.2965,-150.5556,37.8,1.8,ml,,,,0.74,ak,ak20333459,2018-11-06T16:40:25.112Z,"36km WNW of Anchorage, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-11-06T16:14:24.715Z,60.1171,-141.125,15.9,1.1,ml,,,,0.62,ak,ak20333450,2018-11-06T16:20:38.118Z,"72km E of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-06T16:11:39.510Z,-22.1859,-174.4735,10,5.5,mww,,43,7.688,1.3,us,us2000i7iz,2018-11-07T13:56:09.121Z,"106km SSE of `Ohonua, Tonga",earthquake,5.1,1.7,0.061,26,reviewed,us,us
2018-11-06T16:07:58.351Z,61.2044,-150.6143,41.1,1.7,ml,,,,0.49,ak,ak20333448,2018-11-06T16:11:44.574Z,"38km W of Anchorage, Alaska",earthquake,,1.2,,,automatic,ak,ak
2018-11-06T16:05:25.946Z,60.4235,-147.4137,15.8,1.8,ml,,,,1.33,ak,ak20333444,2018-11-06T16:10:03.514Z,"79km ESE of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-06T16:00:53.860Z,19.4043331,-155.2806702,0.03,1.85,ml,21,35,0.01111,0.11,hv,hv70676261,2018-11-06T16:06:37.030Z,"5km WSW of Volcano, Hawaii",earthquake,0.15,0.18,0.25,9,automatic,hv,hv
2018-11-06T15:46:48.600Z,36.5816667,-121.1365,8.87,1.17,md,16,111,0.03632,0.09,nc,nc73107491,2018-11-07T00:47:03.807Z,"6km N of Pinnacles, CA",earthquake,0.4,0.69,0.145,16,reviewed,nc,nc
2018-11-06T15:29:17.807Z,58.4617,-156.6759,208.2,2.2,ml,,,,0.44,ak,ak20333437,2018-11-06T15:35:34.251Z,"25km S of King Salmon, Alaska",earthquake,,1.3,,,automatic,ak,ak
2018-11-06T15:20:08.360Z,36.4746667,-121.016,6.09,1.35,md,11,140,0.04994,0.04,nc,nc73107481,2018-11-07T00:37:02.742Z,"13km ESE of Pinnacles, CA",earthquake,0.45,0.93,0.183,12,reviewed,nc,nc
2018-11-06T15:14:26.820Z,36.0368333,-117.8151667,1.14,1.16,ml,22,88,0.04208,0.13,ci,ci38351312,2018-11-06T19:55:41.935Z,"12km E of Coso Junction, CA",earthquake,0.16,0.21,0.226,15,reviewed,ci,ci
2018-11-06T15:02:57.520Z,19.4038334,-155.2810059,0.15,1.73,md,20,44,0.01092,0.12,hv,hv70676206,2018-11-06T15:06:16.300Z,"5km WSW of Volcano, Hawaii",earthquake,0.15,0.18,0.4,16,automatic,hv,hv
2018-11-06T15:01:35.540Z,19.4026661,-155.2793274,0.51,1.84,ml,20,46,0.009028,0.08,hv,hv70676196,2018-11-06T15:07:18.200Z,"5km SW of Volcano, Hawaii",earthquake,0.16,0.24,0.3,11,automatic,hv,hv
2018-11-06T14:47:50.820Z,46.9143333,-112.5101667,11.9,1.14,ml,11,115,0.108,0.15,mb,mb80322274,2018-11-07T16:10:34.810Z,"13km ESE of Lincoln, Montana",earthquake,0.82,0.63,0.04,2,reviewed,mb,mb
2018-11-06T14:47:12.080Z,-2.9077,119.3888,10,4.4,mb,,65,2.123,1,us,us2000i7ht,2018-11-06T16:58:01.142Z,"3km NNE of Mamasa, Indonesia",earthquake,6.9,1.9,0.123,19,reviewed,us,us
2018-11-06T14:26:50.330Z,46.399,150.6443,93.17,4.8,mb,,129,6.937,0.99,us,us2000i7i1,2018-11-06T15:34:38.040Z,"250km ENE of Kuril'sk, Russia",earthquake,11.1,7.1,0.033,286,reviewed,us,us
2018-11-06T14:25:19.506Z,39.6779,-119.8813,3.9,1.1,ml,14,128.52,0.094,0.1927,nn,nn00664463,2018-11-07T02:05:06.196Z,"5km NW of Lemmon Valley, Nevada",earthquake,,2.6,0.27,7,reviewed,nn,nn
2018-11-06T14:20:55.610Z,-6.2048,147.5459,61.19,4.7,mb,,88,3.202,0.68,us,us2000i7h4,2018-11-06T15:22:53.040Z,"56km NW of Finschhafen, Papua New Guinea",earthquake,8.2,7.5,0.084,43,reviewed,us,us
2018-11-06T14:20:39.485Z,60.4899,-147.2766,29.1,1.5,ml,,,,0.69,ak,ak20333385,2018-11-06T14:24:03.105Z,"83km W of Cordova, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-11-06T14:06:55.410Z,31.3472,130.2859,153.47,4.5,mb,,95,1.841,0.71,us,us2000i7h0,2018-11-06T14:55:39.040Z,"8km SSW of Kaseda, Japan",earthquake,5.7,6.6,0.08,46,reviewed,us,us
2018-11-06T13:57:30.830Z,17.872,-67.31,11,2.29,md,3,339,0.2413,0.03,pr,pr2018310005,2018-11-06T17:51:09.747Z,"17km SW of Pole Ojea, Puerto Rico",earthquake,1.73,0.48,0.07,3,reviewed,pr,pr
2018-11-06T13:52:22.184Z,37.2454,-116.6896,7.6,1.2,ml,39,88.43,0.105,0.1799,nn,nn00664454,2018-11-07T02:04:53.395Z,"37km N of Beatty, Nevada",earthquake,,1.6,0.37,23,reviewed,nn,nn
2018-11-06T13:47:14.340Z,38.005,-122.0743333,12.16,1.18,md,15,126,0.04823,0.08,nc,nc73107471,2018-11-07T00:16:03.614Z,"2km ESE of Vine Hill, CA",earthquake,0.42,0.63,0.104,12,reviewed,nc,nc
