time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-11-04T23:10:41.850Z,18.0258,-66.7848,17,1.51,md,8,157,0.1071,0.19,pr,pr2018308013,2018-11-05T05:12:29.628Z,"1km NE of Guayanilla, Puerto Rico",earthquake,0.6,0.9,0.47,7,reviewed,pr,pr
2018-11-04T23:10:00.090Z,19.343,-154.9291,5,2.1,ml,,260,0.114,0.38,us,us2000i7ue,2018-11-07T06:48:17.208Z,"13km S of Leilani Estates, Hawaii",earthquake,2.4,2,0.069,28,reviewed,us,us
2018-11-04T23:08:59.990Z,-42.6127,173.2639,25.78,3.8,ml,,100,0.282,0.71,us,us2000i6te,2018-11-07T06:58:04.235Z,"41km SW of Kaikoura, New Zealand",earthquake,3.5,12.6,0.049,55,reviewed,us,us
2018-11-04T23:06:52.970Z,36.961,-97.8415,7.5,2,ml,13,77,0.09743,0.04,ismpkansas,ismpkansas70252938,2018-11-07T01:17:38.540Z,"19km NNW of Medford, Oklahoma",earthquake,0.17,0.36,0.142,11,reviewed,ismp,ismp
2018-11-04T23:02:06.814Z,63.4845,-150.8259,13,1.2,ml,,,,0.71,ak,ak20326205,2018-11-04T23:06:26.374Z,"94km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-04T22:57:46.030Z,34.689,-116.3428333,4.4,1.34,ml,22,56,0.1402,0.12,ci,ci38349576,2018-11-06T20:57:51.877Z,"17km WSW of Ludlow, CA",earthquake,0.16,0.51,0.157,14,reviewed,ci,ci
2018-11-04T22:21:08.550Z,33.5123333,-116.7988333,3.5,1,ml,43,32,0.001268,0.17,ci,ci38349544,2018-11-05T04:00:10.840Z,"10km NE of Aguanga, CA",earthquake,0.18,0.45,0.131,24,reviewed,ci,ci
2018-11-04T22:17:01.560Z,36.6733333,-121.3086667,5.6,1.09,md,21,109,0.06253,0.08,nc,nc73106741,2018-11-05T23:33:40.350Z,"13km S of Tres Pinos, CA",earthquake,0.26,0.83,0.213,17,reviewed,nc,nc
2018-11-04T22:15:38.180Z,49.328,-120.665166666667,-0.86,2.1,ml,8,219,,0.28,uw,uw61502521,2018-11-05T01:13:32.350Z,"18km SW of Princeton, Canada",explosion,3.68,31.61,0.0954001061271477,5,reviewed,uw,uw
2018-11-04T22:09:40.640Z,19.4255009,-155.4835052,6.35,1.92,ml,34,63,0.04631,0.16,hv,hv70674151,2018-11-04T22:15:24.610Z,"24km N of Pahala, Hawaii",earthquake,0.35,1.12,0.21,3,automatic,hv,hv
2018-11-04T21:31:40.200Z,35.1531,-111.5297,5,3.1,ml,,96,0.384,0.63,us,us2000i6t5,2018-11-08T12:14:16.629Z,"12km ESE of Flagstaff, Arizona",earthquake,1.6,1.9,0.038,91,reviewed,us,us
2018-11-04T21:23:54.050Z,34.0748333,-117.2055,2.5,0.95,ml,26,83,0.04766,0.16,ci,ci38349496,2018-11-05T22:52:57.084Z,"3km NW of Redlands, CA",earthquake,0.2,0.33,0.128,22,reviewed,ci,ci
2018-11-04T21:11:10.870Z,37.8813333,-112.5428333,7.44,2.63,ml,27,54,0.3254,0.2,uu,uu60303587,2018-11-05T16:09:29.689Z,"9km NW of Panguitch, Utah",earthquake,0.39,0.89,0.115,11,reviewed,uu,uu
2018-11-04T21:07:02.350Z,19.0176,-67.4848,21,2.97,md,14,303,0.6332,0.4,pr,pr2018308012,2018-11-07T22:05:19.040Z,"67km NNW of San Antonio, Puerto Rico",earthquake,2.31,30.61,0.36,10,reviewed,pr,pr
2018-11-04T20:42:52.320Z,17.9981,-65.5648,2,2.59,md,4,330,0.3184,0.25,pr,pr2018308011,2018-11-05T01:03:02.554Z,"14km SW of Esperanza, Puerto Rico",earthquake,3.73,1.07,0.46,4,reviewed,pr,pr
2018-11-04T20:41:29.806Z,60.6415,-152.6019,113.4,1.4,ml,,,,0.54,ak,ak20325817,2018-11-04T20:46:36.129Z,"19km NNE of Redoubt Volcano, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-11-04T20:05:52.020Z,38.8136673,-122.8205032,2.52,1.03,md,18,65,0.0083,0.04,nc,nc73106721,2018-11-04T21:01:03.759Z,"7km NW of The Geysers, CA",earthquake,0.33,0.45,0.03,5,automatic,nc,nc
2018-11-04T19:51:50.240Z,69.5657,-143.9662,8.3,2.9,ml,,,,0.68,ak,ak20325436,2018-11-04T21:28:26.040Z,"64km SSW of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-11-04T19:50:38.880Z,37.589,-118.815,4.64,1.45,md,30,95,0.01125,0.04,nc,nc73106716,2018-11-08T03:34:03.134Z,"12km WNW of Toms Place, CA",earthquake,0.28,0.32,0.291,25,reviewed,nc,nc
2018-11-04T19:47:08.390Z,39.4178333,-111.0726667,12.4,1.74,md,8,81,0.1052,0.15,uu,uu60303572,2018-11-06T21:56:57.590Z,"13km NW of Huntington, Utah",earthquake,0.76,2.12,0.303,7,reviewed,uu,uu
2018-11-04T19:26:03.230Z,44.5643,145.5939,8.03,5.9,mww,,61,2.198,0.8,us,us2000i6sc,2018-11-05T16:18:25.040Z,"59km NNW of Otrada, Russia",earthquake,6.9,3.5,0.065,23,reviewed,us,us
2018-11-04T19:20:13.990Z,19.4063,-65.4286,52,3.09,md,5,327,1.3322,0.26,pr,pr2018308010,2018-11-05T01:02:46.218Z,"116km NNE of Vieques, Puerto Rico",earthquake,3.94,16.65,0.32,3,reviewed,pr,pr
2018-11-04T19:14:05.537Z,63.1072,-151.3318,0,1.3,ml,,,,0.98,ak,ak20325410,2018-11-04T19:18:35.139Z,"107km NW of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-11-04T19:08:24.712Z,61.1401,-140.5489,12.1,1.3,ml,,,,0.87,ak,ak20325408,2018-11-04T19:12:43.427Z,"157km NE of Cape Yakataga, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-11-04T19:07:34.267Z,61.203,-140.6099,5.6,1.3,ml,,,,0.42,ak,ak20325407,2018-11-04T19:10:32.751Z,"161km NE of Cape Yakataga, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-11-04T18:54:26.250Z,23.4795,143.2719,11.85,4.9,mb,,103,3.732,0.75,us,us2000i6s5,2018-11-04T20:14:46.040Z,"244km SE of Iwo Jima, Japan",earthquake,10.1,4.5,0.054,106,reviewed,us,us
2018-11-04T18:53:52.190Z,33.1738333,-115.6363333,3.62,1.32,ml,27,50,0.01481,0.2,ci,ci38349344,2018-11-05T22:59:26.964Z,"13km WNW of Calipatria, CA",earthquake,0.28,0.26,0.166,23,reviewed,ci,ci
2018-11-04T18:48:23.790Z,55.8943,-149.9913,8.6,4.4,mb,,170,2.258,1.05,us,us2000i6s3,2018-11-04T19:01:56.040Z,"257km SE of Kodiak, Alaska",earthquake,9,7.6,0.38,2,reviewed,us,us
2018-11-04T18:25:41.570Z,33.51,-116.8,3.66,1,ml,42,37,0.002382,0.18,ci,ci38349304,2018-11-05T04:02:19.210Z,"10km NE of Aguanga, CA",earthquake,0.19,0.47,0.167,29,reviewed,ci,ci
2018-11-04T18:19:47.442Z,60.2456,-140.6343,4.1,2.1,ml,,,,0.92,ak,ak20325014,2018-11-04T18:33:15.343Z,"92km NNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-04T18:19:17.770Z,64.8912,-148.8398,31.4,1.1,ml,,,,0.68,ak,ak20325013,2018-11-04T18:22:02.178Z,"37km NNE of North Nenana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-11-04T18:03:51.720Z,44.7996667,-111.097,10,1.06,ml,13,143,0.007614,0.14,uu,uu60303557,2018-11-05T21:00:52.520Z,"15km N of West Yellowstone, Montana",earthquake,0.54,0.86,0.344,2,reviewed,uu,uu
2018-11-04T18:01:25.020Z,45.8545,-111.3363333,6.01,0.97,ml,5,203,0.308,0.07,mb,mb80320394,2018-11-07T16:31:01.700Z,"0km SW of Manhattan, Montana",earthquake,0.73,6.72,0.025,2,reviewed,mb,mb
2018-11-04T17:37:21.750Z,18.0083,-66.528,14,1.57,md,4,302,0.0839,0.08,pr,pr2018308009,2018-11-04T19:03:41.141Z,"1km SSE of Aguilita, Puerto Rico",earthquake,0.97,0.48,0.21,2,reviewed,pr,pr
2018-11-04T17:32:12.230Z,33.9863333,-116.934,7.45,2.07,ml,97,26,0.07547,0.16,ci,ci38349264,2018-11-05T22:04:14.250Z,"8km NNE of Beaumont, CA",earthquake,0.11,0.44,0.164,109,reviewed,ci,ci
2018-11-04T17:11:48.060Z,44.8015,-111.1028333,10.98,2.39,ml,17,118,0.005935,0.15,uu,uu60303552,2018-11-05T20:54:40.690Z,"15km N of West Yellowstone, Montana",earthquake,0.5,0.87,0.344,6,reviewed,uu,uu
2018-11-04T17:03:56.000Z,46.871,-112.518,14.61,1.7,ml,6,120,0.127,0.16,mb,mb80320274,2018-11-06T00:59:49.790Z,"15km SE of Lincoln, Montana",earthquake,0.61,0.69,0.081,3,reviewed,mb,mb
2018-11-04T16:58:19.010Z,44.8003333,-111.104,11.03,1.78,ml,16,117,0.004528,0.15,uu,uu60303547,2018-11-05T21:06:02.840Z,"15km N of West Yellowstone, Montana",earthquake,0.47,0.8,0.27,3,reviewed,uu,uu
2018-11-04T16:57:20.190Z,33.497,-116.7931667,6.4,1.46,ml,61,33,0.01646,0.19,ci,ci38349232,2018-11-05T04:02:23.130Z,"9km NE of Aguanga, CA",earthquake,0.18,0.51,0.116,26,reviewed,ci,ci
2018-11-04T16:52:00.650Z,38.7768333,-122.7365,0.91,2.43,md,62,42,0.006397,0.08,nc,nc73106641,2018-11-08T20:31:02.097Z,"2km E of The Geysers, CA",earthquake,0.12,0.21,0.175,42,reviewed,nc,nc
2018-11-04T16:46:42.200Z,44.8,-111.098,10.46,1.97,ml,17,118,0.007162,0.18,uu,uu60303532,2018-11-05T23:13:14.510Z,"15km N of West Yellowstone, Montana",earthquake,0.5,0.87,0.294,5,reviewed,uu,uu
2018-11-04T16:46:27.830Z,44.7995,-111.0965,9.64,1.67,ml,12,119,0.00786,0.16,uu,uu60016599,2018-11-05T23:03:57.990Z,"15km N of West Yellowstone, Montana",earthquake,0.48,0.97,0.301,3,reviewed,uu,uu
2018-11-04T16:46:18.960Z,44.799,-111.0951667,10.16,1.23,ml,12,119,0.008551,0.18,uu,uu60303527,2018-11-05T22:56:44.450Z,"15km N of West Yellowstone, Montana",earthquake,0.62,1.2,0.324,3,reviewed,uu,uu
2018-11-04T16:20:55.074Z,40.2816,-119.6696,0.3,1,ml,5,225,0.358,0.1525,nn,nn00664224,2018-11-04T20:50:07.142Z,"41km SW of Gerlach-Empire, Nevada",earthquake,,2.7,0.33,2,reviewed,nn,nn
2018-11-04T16:20:02.260Z,44.7976667,-111.092,10.27,1.21,ml,14,118,0.01043,0.16,uu,uu60303512,2018-11-05T21:29:43.410Z,"15km N of West Yellowstone, Montana",earthquake,0.56,0.78,0.221,3,reviewed,uu,uu
2018-11-04T16:15:35.176Z,61.2725,-150.2197,33.8,1.9,ml,,,,0.54,ak,ak20324631,2018-11-04T16:21:53.341Z,"18km WNW of Anchorage, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-04T16:14:48.350Z,44.7945,-111.0983333,9.31,1.61,ml,13,114,0.00605,0.16,uu,uu60303507,2018-11-05T21:38:31.820Z,"14km N of West Yellowstone, Montana",earthquake,0.5,0.86,0.306,3,reviewed,uu,uu
2018-11-04T16:13:41.770Z,44.793,-111.0851667,8.86,1.76,ml,10,145,0.01552,0.14,uu,uu60016604,2018-11-06T16:18:23.040Z,"14km N of West Yellowstone, Montana",earthquake,0.63,1.17,0.305,3,reviewed,uu,uu
2018-11-04T16:12:31.610Z,44.8005,-111.0848333,10.58,1.04,ml,10,199,0.01602,0.15,uu,uu60303502,2018-11-05T22:36:36.640Z,"15km N of West Yellowstone, Montana",earthquake,0.95,0.99,0.397,3,reviewed,uu,uu
2018-11-04T16:07:19.570Z,44.802,-111.097,10.38,1.54,ml,15,120,0.008929,0.15,uu,uu60303487,2018-11-05T17:37:17.490Z,"15km N of West Yellowstone, Montana",earthquake,0.55,0.93,0.247,3,reviewed,uu,uu
2018-11-04T16:01:54.700Z,35.3138333,-118.5198333,5.5,1.75,ml,33,75,0.08407,0.15,ci,ci38349200,2018-11-05T04:02:26.040Z,"21km NNW of Tehachapi, CA",earthquake,0.24,0.99,0.238,28,reviewed,ci,ci
2018-11-04T15:58:58.220Z,65.9461,-147.4061,6.1,2.7,ml,,,,0.87,ak,ak20324621,2018-11-04T16:11:04.550Z,"118km SW of Fort Yukon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-04T15:54:01.200Z,44.7933333,-111.1026667,11.61,1.92,ml,10,134,0.003936,0.11,uu,uu60303482,2018-11-05T19:11:28.640Z,"14km N of West Yellowstone, Montana",earthquake,0.6,0.77,0.28,3,reviewed,uu,uu
2018-11-04T15:51:55.650Z,38.0645,-112.784,6.03,1.14,ml,10,56,0.1733,0.24,uu,uu60303477,2018-11-07T19:07:44.300Z,"24km N of Parowan, Utah",earthquake,0.62,5.97,0.099,2,reviewed,uu,uu
2018-11-04T15:41:31.956Z,61.0746,-151.4305,7.1,2.3,ml,,,,0.69,ak,ak20324611,2018-11-04T16:00:15.502Z,"43km N of Nikiski, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-04T15:31:17.740Z,38.7991676,-122.7799988,2.97,1.01,md,18,59,0.008605,0.06,nc,nc73106591,2018-11-04T16:25:03.988Z,"3km NW of The Geysers, CA",earthquake,0.3,0.57,0.1,4,automatic,nc,nc
2018-11-04T14:48:30.010Z,35.3133333,-118.518,5.13,1.72,ml,29,75,0.08249,0.17,ci,ci38349136,2018-11-04T15:47:24.330Z,"21km NNW of Tehachapi, CA",earthquake,0.28,0.75,0.267,27,reviewed,ci,ci
2018-11-04T14:25:35.330Z,36.6758333,-121.3063333,3.7,1.09,md,19,111,0.06519,0.07,nc,nc73106536,2018-11-06T00:13:48.294Z,"13km S of Tres Pinos, CA",earthquake,0.34,1.73,0.182,15,reviewed,nc,nc
2018-11-04T14:25:22.070Z,-24.195,-67.3297,175.22,4.4,mb,,90,1.462,0.77,us,us2000i6r0,2018-11-04T15:30:50.040Z,"102km W of San Antonio de los Cobres, Argentina",earthquake,7.7,9.5,0.22,6,reviewed,us,us
2018-11-04T14:20:44.380Z,33.5472,89.3869,6.33,4.5,mb,,73,4.109,0.44,us,us2000i6qz,2018-11-04T17:38:25.040Z,"203km NNW of Pubu, China",earthquake,5.6,5,0.104,27,reviewed,us,us
2018-11-04T14:20:14.080Z,62.4344,-152.3492,9.5,1.4,ml,,,,0.94,ak,ak20323874,2018-11-04T14:26:57.802Z,"116km W of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-04T14:15:44.185Z,63.5893,-150.7414,4.9,2.3,ml,,,,0.83,ak,ak20323869,2018-11-04T14:23:04.427Z,"91km WNW of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-04T14:03:08.592Z,58.7306,-153.7275,0,2.2,ml,,,,0.73,ak,ak20323864,2018-11-04T14:07:23.797Z,"126km NNW of Kodiak Station, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-11-04T13:46:38.130Z,45.867,-111.3606667,5.99,1.34,ml,8,114,0.302,0.16,mb,mb80320144,2018-11-07T18:21:17.010Z,"2km WNW of Manhattan, Montana",earthquake,0.64,8.35,0.058,2,reviewed,mb,mb
2018-11-04T13:27:32.280Z,-18.804,-177.447,554.56,4.5,mb,,94,4.403,1.37,us,us2000i6qx,2018-11-04T14:40:20.040Z,"242km NNE of Ndoi Island, Fiji",earthquake,15.5,6.1,0.093,34,reviewed,us,us
2018-11-04T13:08:27.240Z,41.84,141.4744,104.88,4.7,mb,,106,1.094,0.53,us,us2000i6qk,2018-11-04T14:24:19.981Z,"61km E of Hakodate, Japan",earthquake,8.2,8,0.034,268,reviewed,us,us
2018-11-04T12:59:15.880Z,19.0165,-155.4275,36.1,1.94,md,40,215,0.142,0.11,hv,hv70673446,2018-11-06T01:19:25.100Z,"21km SSE of Pahala, Hawaii",earthquake,0.62,1.12,0.048,23,reviewed,hv,hv
2018-11-04T12:51:12.992Z,65.6901,-154.9249,0,1.8,ml,,,,0.91,ak,ak20323478,2018-11-04T12:56:09.521Z,"109km NNE of Ruby, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-04T12:20:12.260Z,45.8586667,-111.3523333,4.65,2.06,ml,16,111,0.308,0.16,mb,mb80320084,2018-11-05T21:28:22.750Z,"1km W of Manhattan, Montana",earthquake,0.42,9.65,0.058,9,reviewed,mb,mb
2018-11-04T12:17:39.160Z,32.5583333,-115.6636667,15.31,1.52,ml,28,132,0.1821,0.26,ci,ci38349048,2018-11-05T21:28:20.811Z,"8km WSW of Progreso, B.C., MX",earthquake,0.51,0.82,0.14,23,reviewed,ci,ci
2018-11-04T11:54:14.360Z,-15.3409,-74.2506,70.47,4.9,mb,,143,4.178,0.71,us,us2000i6q7,2018-11-05T00:16:52.908Z,"40km ENE of Acari, Peru",earthquake,9,7.5,0.056,99,reviewed,us,us
2018-11-04T11:51:51.000Z,36.6753333,-121.2971667,2.53,1.27,md,29,106,0.06586,0.06,nc,nc73106441,2018-11-06T02:35:02.486Z,"13km S of Tres Pinos, CA",earthquake,0.2,1.48,0.223,25,reviewed,nc,nc
2018-11-04T11:48:30.380Z,36.679,-121.3126667,4.11,1.07,md,22,111,0.06802,0.07,nc,nc73106436,2018-11-06T00:19:18.795Z,"12km S of Tres Pinos, CA",earthquake,0.3,1.29,0.274,18,reviewed,nc,nc
2018-11-04T11:35:49.050Z,36.5621667,-121.0701667,7.46,1.24,md,14,98,0.02953,0.1,nc,nc73106426,2018-11-06T02:12:03.361Z,"7km ENE of Pinnacles, CA",earthquake,0.47,0.8,0.141,13,reviewed,nc,nc
2018-11-04T11:14:02.280Z,40.3695,-122.1088333,14.74,1.37,md,9,260,0.2461,0.08,nc,nc73106421,2018-11-05T20:06:03.246Z,"18km ESE of Anderson, CA",earthquake,1.64,2.46,0.162,9,reviewed,nc,nc
2018-11-04T10:42:45.960Z,38.5953333,-122.692,4.68,1.43,md,28,139,0.08617,0.14,nc,nc73106411,2018-11-08T00:47:02.875Z,"10km W of Calistoga, CA",earthquake,0.41,1.51,0.184,13,reviewed,nc,nc
2018-11-04T10:37:23.630Z,18.8015,-67.173,15,2.6,md,5,326,0.3397,0.19,pr,pr2018308008,2018-11-04T11:28:57.262Z,"35km NNW of San Antonio, Puerto Rico",earthquake,1.33,1.22,0.28,5,reviewed,pr,pr
2018-11-04T10:35:36.370Z,36.0835,-117.864,2.17,1.5,ml,30,54,0.03481,0.12,ci,ci38349000,2018-11-05T20:17:43.369Z,"9km ENE of Coso Junction, CA",earthquake,0.14,0.16,0.213,23,reviewed,ci,ci
2018-11-04T10:30:54.375Z,60.0694,-141.8205,0.6,1.5,ml,,,,0.79,ak,ak20323108,2018-11-04T10:38:55.134Z,"33km E of Cape Yakataga, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-11-04T10:26:59.210Z,38.8236667,-122.8098333,2.11,1.81,md,48,32,0.0003301,0.08,nc,nc73106401,2018-11-08T00:20:03.706Z,"7km NW of The Geysers, CA",earthquake,0.16,0.26,0.159,19,reviewed,nc,nc
2018-11-04T10:26:44.870Z,59.3596667,-153.4213333,-1.2,1.64,ml,5,111,0.01232,0.12,av,av61811486,2018-11-05T23:07:10.620Z,"95km ESE of Old Iliamna, Alaska",earthquake,0.16,0.96,0.332,5,reviewed,av,av
2018-11-04T10:22:18.790Z,36.7785,-121.5086667,7.82,2.72,md,61,42,0.02841,0.1,nc,nc73106391,2018-11-07T06:15:21.785Z,"8km SSE of San Juan Bautista, CA",earthquake,0.14,0.22,0.153,91,reviewed,nc,nc
2018-11-04T10:21:34.570Z,36.7781667,-121.5075,7.61,1.48,md,36,60,0.02767,0.09,nc,nc73106386,2018-11-07T01:55:02.696Z,"8km SSE of San Juan Bautista, CA",earthquake,0.21,0.28,0.308,30,reviewed,nc,nc
2018-11-04T10:19:34.290Z,-10.5243,165.106,70.37,4.8,mb,,115,5.194,0.81,us,us2000i6pt,2018-11-04T10:37:34.040Z,"82km WNW of Lata, Solomon Islands",earthquake,10.2,7.1,0.087,41,reviewed,us,us
2018-11-04T09:54:15.180Z,34.8473333,-118.9068333,10.16,1.29,ml,29,39,0.05102,0.17,ci,ci38348968,2018-11-04T15:49:18.286Z,"4km W of Lebec, CA",earthquake,0.3,0.47,0.257,29,reviewed,ci,ci
2018-11-04T09:32:37.720Z,-39.975,176.974,10,4.7,mb,,194,0.889,1.1,us,us2000i6pf,2018-11-04T09:48:11.040Z,"38km SSE of Hastings, New Zealand",earthquake,3.4,1.9,0.123,20,reviewed,us,us
2018-11-04T09:17:33.440Z,37.7103333,-113.2675,0.13,1.96,ml,16,65,0.1574,0.24,uu,uu60303447,2018-11-05T15:38:33.990Z,"18km WNW of Cedar City, Utah",earthquake,0.5,5.36,0.166,5,reviewed,uu,uu
2018-11-04T09:17:33.080Z,37.7191667,-113.2738333,8.97,1.98,ml,14,120,0.1488,0.1,uu,uu60303452,2018-11-06T22:34:43.260Z,"19km WNW of Cedar City, Utah",earthquake,0.34,1.08,0.186,5,reviewed,uu,uu
2018-11-04T08:57:39.480Z,36.6643333,-121.2936667,5.63,1.46,md,32,105,0.05597,0.08,nc,nc73106336,2018-11-06T01:16:02.879Z,"14km S of Tres Pinos, CA",earthquake,0.22,0.58,0.257,30,reviewed,nc,nc
2018-11-04T08:48:05.249Z,63.0032,-150.5897,103,1.7,ml,,,,0.56,ak,ak20322737,2018-11-04T08:52:20.527Z,"79km NNW of Talkeetna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-11-04T08:36:15.504Z,63.1764,-150.614,126.2,2.2,ml,,,,3.28,ak,ak20322733,2018-11-04T08:42:54.379Z,"86km WSW of Cantwell, Alaska",earthquake,,2.4,,,automatic,ak,ak
2018-11-04T08:19:34.302Z,37.3843,-114.8586,6.5,1.3,ml,13,207.04,0.155,0.3153,nn,nn00664186,2018-11-04T18:28:37.726Z,"27km E of Alamo, Nevada",earthquake,,3.9,0.46,5,reviewed,nn,nn
2018-11-04T08:02:12.870Z,18.0366,-67.8943,63,2.7,md,22,205,0.5416,0.33,pr,pr2018308005,2018-11-04T09:29:26.040Z,"72km WSW of Stella, Puerto Rico",earthquake,1.76,1.8,0.36,20,reviewed,pr,pr
2018-11-04T07:56:24.450Z,69.5202,-145.4866,0,2.6,ml,,,,0.7,ak,ak20322341,2018-11-04T08:08:23.205Z,"98km SW of Kaktovik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-11-04T07:55:29.330Z,7.8051,123.8717,598.1,6,mww,,22,1.844,0.78,us,us2000i6mv,2018-11-05T03:38:09.683Z,"6km SE of Sapad, Philippines",earthquake,9.2,5.4,0.052,35,reviewed,us,us
2018-11-04T07:27:04.140Z,32.8403333,-115.599,14.02,1.06,ml,17,127,0.06896,0.2,ci,ci38348920,2018-11-05T19:57:38.843Z,"3km WSW of Imperial, CA",earthquake,0.54,0.68,0.297,7,reviewed,ci,ci
2018-11-04T07:22:43.519Z,59.4603,-136.4405,3.5,2.1,ml,,,,0.67,ak,ak20322330,2018-11-04T07:31:21.139Z,"62km WNW of Haines, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-04T07:22:37.099Z,60.9468,-150.8381,18,1.9,ml,,,,0.6,ak,ak20322328,2018-11-04T07:28:39.224Z,"37km NE of Nikiski, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-11-04T07:10:28.300Z,18.502,-64.9033,30,2.63,md,7,343,1.0117,0.25,pr,pr2018308007,2018-11-04T10:57:23.256Z,"17km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.4,15.76,0.34,6,reviewed,pr,pr
2018-11-04T06:59:31.691Z,35.9535,-115.6157,8.2,1.2,ml,18,62.86,0.165,0.2202,nn,nn00664144,2018-11-04T14:13:32.192Z,"15km N of Sandy Valley, Nevada",earthquake,,2.8,0.45,7,reviewed,nn,nn
2018-11-04T06:47:42.420Z,40.3225,-124.406,4.75,1.9,md,13,257,0.09048,0.09,nc,nc73106291,2018-11-08T01:35:03.423Z,"10km W of Petrolia, CA",earthquake,1.27,0.74,0.121,9,reviewed,nc,nc
2018-11-04T06:22:55.863Z,61.5691,-146.4338,30,1.6,ml,,,,0.94,ak,ak20322325,2018-11-04T06:26:01.804Z,"49km N of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-04T06:20:27.190Z,31.713,-104.5523,5,2.8,ml,,106,0.493,0.36,us,us2000i6lz,2018-11-04T06:32:00.040Z,"76km SW of Loving, New Mexico",earthquake,3.3,1.1,0.071,26,reviewed,us,us
2018-11-04T06:13:45.240Z,17.9938,-65.344,21,1.92,md,4,346,0.6786,0.18,pr,pr2018308006,2018-11-04T09:17:26.453Z,"17km SE of Esperanza, Puerto Rico",earthquake,3.67,16.51,0.02,3,reviewed,pr,pr
2018-11-04T06:06:15.855Z,61.9834,-150.8915,60.3,1.4,ml,,,,0.43,ak,ak20322323,2018-11-04T06:09:11.650Z,"52km WNW of Willow, Alaska",earthquake,,1.4,,,automatic,ak,ak
2018-11-04T06:05:26.230Z,37.13,-117.4168333,6.78,1.24,ml,10,148,0.1397,0.12,ci,ci38348888,2018-11-06T20:49:25.384Z,"63km NNW of Stovepipe Wells, CA",earthquake,0.49,1.25,0.12,8,reviewed,ci,ci
2018-11-04T05:58:57.340Z,36.5553,-112.7781,5,2.5,ml,,60,0.412,0.44,us,us2000i6ln,2018-11-05T00:12:44.977Z,"48km SSW of Fredonia, Arizona",earthquake,2.1,1.9,0.053,46,reviewed,us,us
2018-11-04T05:55:37.330Z,18.0366,-67.097,2,2.1,md,3,162,0.0327,0.14,pr,pr2018308004,2018-11-04T09:12:21.421Z,"2km W of Palmarejo, Puerto Rico",earthquake,0.85,1.72,0.11,3,reviewed,pr,pr
2018-11-04T05:54:45.045Z,62.0443,-153.254,0,1.6,ml,,,,0.61,ak,ak20322321,2018-11-04T05:57:54.911Z,"157km SE of McGrath, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-11-04T05:48:03.184Z,63.2604,-151.1463,5.5,1.1,ml,,,,0.26,ak,ak20322319,2018-11-04T05:53:11.878Z,"110km W of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-11-04T05:44:10.565Z,61.6008,-150.8639,59.3,1.6,ml,,,,0.79,ak,ak20322316,2018-11-04T05:49:49.423Z,"46km WSW of Willow, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-11-04T05:43:33.390Z,34.0256667,-116.7476667,16.95,1.22,ml,65,33,0.05081,0.17,ci,ci38348872,2018-11-05T19:31:53.099Z,"13km NNE of Cabazon, CA",earthquake,0.14,0.34,0.154,40,reviewed,ci,ci
2018-11-04T05:20:00.490Z,19.3278333,-155.1395,2.96,2.5,ml,47,108,0.04289,0.11,hv,hv70672906,2018-11-06T00:36:01.200Z,"15km SE of Volcano, Hawaii",earthquake,0.29,0.87,0.24,35,reviewed,hv,hv
2018-11-04T05:16:14.890Z,34.039,-116.7896667,13.48,1.78,ml,86,31,0.01552,0.17,ci,ci38348840,2018-11-05T19:19:53.150Z,"14km N of Cabazon, CA",earthquake,0.13,0.31,0.157,79,reviewed,ci,ci
2018-11-04T05:09:03.690Z,36.0095,-120.573,4.4,1.93,md,45,64,0.0295,0.09,nc,nc73106256,2018-11-06T23:40:02.483Z,"18km NW of Parkfield, CA",earthquake,0.2,0.26,0.154,22,reviewed,nc,nc
